id,title,rating_num,votes_num,stars_list,directors_list,writers_list,star_fame,director_fame,writer_fame,combined_fame,star_profile_tier,director_profile_tier,writer_profile_tier,n_stars,n_directors,n_writers
tt0188093,Necropolis,5.4,160.0,"['Nicoletta Machiavelli', 'Tina Aumont', 'Pierre Clémenti', 'Paul Jabara', 'Carmelo Bene', 'Bruno Corazzari', 'Paolo Graziosi', 'Louis Waldon', 'Viva', 'Eva Krampen']",['Franco Brocani'],['Franco Brocani'],27.0,1.0,3.0,10.333333333333334,Low-profile,Low-profile,Low-profile,10,1,1
tt0388293,Nai Umar Ki Nai Fasal,6.3,19.0,"['Rajeev', 'Tanuja Samarth', 'Sushama Shiromanee', 'Shobhna Samarth', 'Leela Chitnis', 'S.K. Prem', 'M.A. Latif', 'Renuka Roy', 'Ulhas']",['R. Chandra'],"['Rajeev', 'Tanuja Samarth', 'Sushama Shiromanee']",42.0,1.0,7.0,16.666666666666668,Low-profile,Low-profile,Low-profile,9,1,3
tt3104988,Crazy Rich Asians,6.9,200000.0,"['Constance Wu', 'Henry Golding', 'Michelle Yeoh', 'Gemma Chan', 'Lisa Lu', 'Awkwafina', 'Harry Shum Jr.', 'Ken Jeong', 'Sonoya Mizuno', 'Chris Pang']",['Jon M. Chu'],"['Peter Chiarelli', 'Adele Lim', 'Kevin Kwan']",37.0,11.0,3.0,17.0,Low-profile,Low-profile,Low-profile,10,1,3
tt23630030,Harbin,6.4,511.0,"['Hyun Bin', 'Park Jeong-min', 'Jeon Yeo-been', 'Jo Woo-jin', 'Lee Dong-wook', 'Park Hoon', 'Yoo Jae-myung', 'Lily Franky', 'Kim Ji-oh', 'Lee Tae-Hyeong']",['Min-ho Woo'],"['Min-Seong Kim', 'Min-ho Woo']",9.0,2.0,2.0,4.333333333333333,Low-profile,Low-profile,Low-profile,10,1,2
tt0033723,Hold That Ghost,7.2,4400.0,"['Bud Abbott', 'Lou Costello', 'Richard Carlson', 'Joan Davis', 'Evelyn Ankers', 'Mischa Auer', 'Marc Lawrence', 'Shemp Howard', 'Russell Hicks', 'William B. Davidson']",['Arthur Lubin'],"['Robert Lees', 'Frederic I. Rinaldo', 'John Grant']",98.0,56.0,29.0,61.0,High-profile,High-profile,High-profile,10,1,3
tt0087527,Jönssonligan får guldfeber,6.3,4500.0,"['Gösta Ekman', 'Ulf Brunnberg', 'Björn Gustafson', 'Birgitta Andersson', 'Carl Billquist', 'Per Grundén', 'Weiron Holmberg', 'Sten Ljunggren', 'Jan Waldekranz', 'Peter Harryson']",['Mikael Ekman'],"['Rolf Börjlind', 'Erik Balling', 'Henning Bahs']",43.0,4.0,24.0,23.666666666666668,Low-profile,Low-profile,High-profile,10,1,3
tt0091326,The Karate Kid Part II,6.1,104000.0,"['Pat Morita', 'Ralph Macchio', 'Pat E. Johnson', 'Bruce Malmuth', 'Eddie Smith', 'Martin Kove', 'Garth Johnson', 'Brett Johnson', 'Will Hunt', 'Evan James']",['John G. Avildsen'],['Robert Mark Kamen'],27.0,21.0,22.0,23.333333333333332,Low-profile,Low-profile,Low-profile,10,1,1
tt1229827,Jonas Brothers: The 3D Concert Experience,1.6,18000.0,"['Nick Jonas', 'Joe Jonas', 'Kevin Jonas', 'John Lloyd Taylor', 'Jack Lawless', 'Ryan Liestman', 'Jesse Bostick', 'Greg Garbowsky', 'Robert Feggans', 'Demi Lovato']",['Bruce Hendricks'],"['Nick Jonas', 'Joe Jonas', 'Kevin Jonas']",10.0,3.0,1.0,4.666666666666667,Low-profile,Low-profile,Low-profile,10,1,3
tt0077200,Badaltey Rishtey,6.8,90.0,"['Jeetendra', 'Rishi Kapoor', 'Reena Roy', 'Govardhan Asrani', 'Pinchoo Kapoor', 'A.K. Hangal', 'Raju Shrestha', 'Shobha Khote', 'Urmila Bhatt', 'Dina Pathak']",['Raghunath Jhalani'],"['Madan Joshi', 'Phani Majumdar', 'Mahendra Saral']",65.0,4.0,13.0,27.333333333333332,Low-profile,Low-profile,Low-profile,10,1,3
tt0215659,Les confidences de Sandra,3.0,39.0,"['Marielle Ollivier', 'Agatha Dialetis', 'Daniel Guillaume', 'Robert Darmel', 'Nathalie Zeiger', 'Gilda Arancio', 'Jean-Marie Arnoux']",['Jean-Claude Roy'],['Christian Feucherolles'],10.0,3.0,1.0,4.666666666666667,Low-profile,Low-profile,Low-profile,7,1,1
tt13482828,One Fine Morning,6.9,8100.0,"['Léa Seydoux', 'Pascal Greggory', 'Melvil Poupaud', 'Nicole Garcia', 'Camille Leban Martins', 'Sarah Le Picard', 'Pierre Meunier', 'Fejria Deliba', 'Jacqueline Hansen-Løve', 'Catherine Vinatier']",['Mia Hansen-Løve'],['Mia Hansen-Løve'],24.0,6.0,6.0,12.0,Low-profile,Low-profile,Low-profile,10,1,1
tt1935896,The ABCs of Death,4.7,21000.0,"['Ingrid Bolsø Berdal', 'Iván González', 'Kyra Zagorsky', 'Lucy Clements', 'Eva Llorach', 'Miquel Insua', 'Alejandra Urdiaín', 'Harold Torres', 'Greta Martinez', 'Pablo Guisa Koestinger']","['Kaare Andrews', 'Angela Bettis', 'Hélène Cattet']","['Ant Timpson', 'Nacho Vigalondo', 'Adrian Garcia Bogliano']",5.0,3.0,4.0,4.0,Low-profile,Low-profile,Low-profile,10,3,3
tt0134398,Buxom Beautease,7.0,34.0,"['Dorian Dennis', 'Blaze Starr', 'Tempest Storm', 'Lili St. Cyr', 'Rita Grable', 'Eve Adams', 'Joe Young', 'Gene Doyle', 'Evonne', 'Patti Paget']",['Irving Klaw'],"['Dorian Dennis', 'Blaze Starr', 'Tempest Storm']",6.0,3.0,2.0,3.6666666666666665,Low-profile,Low-profile,Low-profile,10,1,3
tt0040773,Without Pity,6.6,563.0,"['Carla Del Poggio', 'John Kitzmiller', 'Giulietta Masina', 'Folco Lulli', 'Pierre Claudé', 'Raf Pindi', 'Daniel Jones', 'Enza Giovine', 'Otello Fava', 'Romano Villi']",['Alberto Lattuada'],"['Federico Fellini', 'Alberto Lattuada', 'Ettore Maria Margadonna']",36.0,31.0,34.0,33.666666666666664,Low-profile,High-profile,High-profile,10,1,3
tt1966604,The Imposter,7.4,52000.0,"[""Adam O'Brian"", 'Nicholas Barclay', 'Carey Gibson', 'Bryan Gibson', 'Beverly Dollarhide', 'Frédéric Bourdin', 'Nancy Fisher', 'Philip French', 'Codey Gibson', 'Charlie Parker']",['Bart Layton'],"[""Adam O'Brian"", 'Nicholas Barclay', 'Carey Gibson']",1.0,2.0,1.0,1.3333333333333333,Low-profile,Low-profile,Low-profile,10,1,3
tt0440877,"Tischlein deck dich, Eselein streck dich, Knüppel aus dem Sack",6.6,52.0,"['Erwin Kopp', 'Sophie Pagay', 'Carl Geppert', 'Neumann-Schüler', 'Emil Biron', 'Tilly Feiner', 'Konstanze Grobe', 'Margot Landen', 'Paul Walker', 'Wilhelm Prager']",['Wilhelm Prager'],"['Johannes Meyer', 'Wilhelm Prager']",27.0,3.0,3.0,11.0,Low-profile,Low-profile,Low-profile,10,1,2
tt0091777,Police Academy 3: Back in Training,5.4,50000.0,"['Steve Guttenberg', 'Bubba Smith', 'David Graf', 'Michael Winslow', 'Marion Ramsey', 'Leslie Easterbrook', 'Art Metrano', 'Tim Kazurinsky', 'Bobcat Goldthwait', 'George Gaynes']",['Jerry Paris'],"['Neal Israel', 'Pat Proft', 'Gene Quintano']",27.0,9.0,21.0,19.0,Low-profile,Low-profile,Low-profile,10,1,3
tt0055283,I Promised to Pay,7.0,992.0,"['Michael Craig', 'Françoise Prévost', 'Billie Whitelaw', 'William Lucas', 'Kenneth Griffith', 'Tom Bell', 'Barry Keegan', 'Edward Cast', 'Andrew Faulds', 'William Dexter']",['Sidney Hayers'],"['George Baxt', 'Derek Bickerton']",39.0,12.0,8.0,19.666666666666668,Low-profile,Low-profile,Low-profile,10,1,2
tt0398017,Derailed,6.6,78000.0,"['Clive Owen', 'Jennifer Aniston', 'Vincent Cassel', 'Addison Timlin', 'Melissa George', 'Sandra Bee', 'RZA', 'William Armstrong', 'Tom Conti', 'Rachael Blake']",['Mikael Håfström'],"['Stuart Beattie', 'James Siegel']",36.0,8.0,13.0,19.0,Low-profile,Low-profile,Low-profile,10,1,2
tt0052389,White Wilderness,5.3,567.0,"['Winston Hibler', 'Volmer Sørensen']",['James Algar'],['James Algar'],7.0,12.0,8.0,9.0,Low-profile,Low-profile,Low-profile,2,1,1
tt0042677,A Life of Her Own,6.2,1400.0,"['Lana Turner', 'Ray Milland', 'Tom Ewell', 'Louis Calhern', 'Ann Dvorak', 'Barry Sullivan', 'Margaret Phillips', 'Jean Hagen', 'Phyllis Kirk', 'Sara Haden']",['George Cukor'],['Isobel Lennart'],109.0,59.0,26.0,64.66666666666667,High-profile,High-profile,High-profile,10,1,1
tt0230702,Roadracers,5.2,92.0,"['Joel Lawrence', 'Marian Collier', 'Skip Ward', 'Sally Fraser', 'Mason Alan Dinehart', 'Irene Windust', 'John Shay', 'Gloria Marshall', 'Michael Gibson', 'Richard G. Pharo']",['Arthur Swerdloff'],"['Stanley Kallis', 'Edward J. Lakso']",8.0,1.0,6.0,5.0,Low-profile,Low-profile,Low-profile,10,1,2
tt0086945,The Bear,6.0,331.0,"['Gary Busey', 'Cynthia Leake', 'Carmen Thomas', 'Cary Guffey', 'Harry Dean Stanton', 'Jon-Erik Hexum', 'Steve Greenstein', 'Michael McGrady', 'William Wesley Neighbors Jr.', 'Brett Rice']",['Richard C. Sarafian'],['Michael Kane'],63.0,12.0,8.0,27.666666666666668,Low-profile,Low-profile,Low-profile,10,1,1
tt0110423,Makedonska saga,7.5,92.0,"['Kiril Pop Hristov', 'Biljana Taneska', 'Meto Jovanovski', 'Vlado Jovanovski', 'Petar Temelkovski', 'Vladimir Svetiev', 'Zafir Hadzimanov', 'Jusuf Gulevski', 'Bedija Begovska', 'Sisman Angelovski']",['Branko Gapo'],['Simon Drakul'],4.0,1.0,1.0,2.0,Low-profile,Low-profile,Low-profile,10,1,1
tt0020410,The Single Standard,6.7,728.0,"['Greta Garbo', 'Nils Asther', 'Johnny Mack Brown', 'Dorothy Sebastian', 'Lane Chandler', 'Mahlon Hamilton', 'Kathlyn Williams', 'Zeffie Tilbury', 'Wally Albright', 'Wade Boteler']",['John S. Robertson'],"['Adela Rogers St. Johns', 'Josephine Lovett', 'Marian Ainslee']",105.0,33.0,33.0,57.0,High-profile,High-profile,High-profile,10,1,3
tt0015457,Venus of the South Seas,5.5,68.0,"['Annette Kellerman', 'Roland Purdie', 'Robert Ramsey', 'Norman French']",['James R. Sullivan'],['Alice Charbonnet Kellerman'],2.0,1.0,1.0,1.3333333333333333,Low-profile,Low-profile,Low-profile,4,1,1
tt0119279,Bleeders,4.3,3100.0,"['Gillian Ferrabee', 'Pascal Gruselle', 'Roy Dupuis', 'Kristin Lehman', 'John Harold Cail', 'Joanna Noyes', 'Felicia Shulman', 'Janine Theriault', 'Michelle Brunet', 'David Deveau']",['Peter Svatek'],"['Charles Adair', ""Dan O'Bannon"", 'Ronald Shusett']",13.0,2.0,16.0,10.333333333333334,Low-profile,Low-profile,Low-profile,10,1,3
tt1319726,The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,7.7,2500.0,"['Peter Arnett', 'Ben Bagdikian', 'Ann Beeson', 'John Dean', 'Daniel Ellsberg', 'Patricia Ellsberg', 'Robert Ellsberg', 'Richard Falk', 'Max Frankel', 'J. William Fulbright']","['Judith Ehrlich', 'Rick Goldsmith']","['Lawrence Lerew', 'Rick Goldsmith', 'Judith Ehrlich']",3.0,2.0,2.0,2.3333333333333335,Low-profile,Low-profile,Low-profile,10,2,3
tt0261066,Piñero,6.2,1400.0,"['Benjamin Bratt', 'Giancarlo Esposito', 'Talisa Soto', 'Nelson Vasquez', 'Michael Wright', 'Michael Irby', 'Rita Moreno', 'Jaime Sánchez', 'Rome Neal', 'Mandy Patinkin']",['Leon Ichaso'],['Leon Ichaso'],38.0,4.0,3.0,15.0,Low-profile,Low-profile,Low-profile,10,1,1
tt0438763,Der alte Fritz - 2. Ausklang,6.1,22.0,"['Otto Gebühr', 'Julia Serda', 'Bertold Reissig', 'Wilhelm Hertwig', 'Elsa Wagner', 'Anton Pointner', 'Peter von Hahn', 'Maria Reisenhofer', 'Dina Gralla', 'Eva Schablinski']",['Gerhard Lamprecht'],['Hans Torius'],30.0,19.0,2.0,17.0,Low-profile,Low-profile,Low-profile,10,1,1
tt6827430,Ninaithen Vandhai,7.8,1400.0,"['Joseph Vijay', 'Charlie', 'Devayani', 'S.N. Lakshmi', 'Manivannan', 'Rambha', 'Ranjith', 'Senthil', 'R. Sundarajan', 'Alwa Vasu']",['K. Selva Bharathy'],"['K. Selva Bharathy', 'Satyanand']",13.0,2.0,3.0,6.0,Low-profile,Low-profile,Low-profile,10,1,2
tt0016679,Breed of the Sea,5.6,23.0,"['Ralph Ince', 'Margaret Livingston', 'Pat Harmon', 'Alphonse Ethier', 'Dorothy Dunbar', 'Shannon Day']",['Ralph Ince'],"['Peter B. Kyne', 'J.G. Hawks']",55.0,26.0,48.0,43.0,Low-profile,High-profile,High-profile,6,1,2
tt0013084,Doubling for Romeo,7.1,28.0,"['Will Rogers', 'Sylvia Breamer', 'Raymond Hatton', 'Sidney Ainsworth', 'Al Hart', 'John Cossar', 'Charles Thurston', 'Cordelia Callahan', 'Roland Rushton', 'Jimmy Rogers']",['Clarence G. Badger'],"['Bernard McConville', 'Elmer Rice', 'Will Rogers']",171.0,38.0,41.0,83.33333333333333,High-profile,High-profile,High-profile,10,1,3
tt3958072,The Lesson,7.2,2800.0,"['Margita Gosheva', 'Ivan Barnev', 'Ivan Savov', 'Stefan Denolyubov', 'Andrea', 'Poli Angelova', 'Milena Ilieva', 'Boris Doychinov', 'Nikolay Todorov', 'Vanina Geleva']","['Kristina Grozeva', 'Petar Valchanov']","['Kristina Grozeva', 'Petar Valchanov']",2.0,2.0,2.0,2.0,Low-profile,Low-profile,Low-profile,10,2,2
tt0014517,Success,5.7,14.0,"['Brandon Tynan', 'Naomi Childers', 'Mary Astor', 'Dore Davidson', 'Lionel Adams', 'Stanley Ridges', 'Robert Lee Keeling', 'Billy Quirk', 'Helen Mack', 'Steve Pendleton']",['Ralph Ince'],"['George V. Hobart', 'Adeline Leitzbach', 'Theodore A. Liebler Jr.']",101.0,26.0,6.0,44.333333333333336,High-profile,High-profile,Low-profile,10,1,3
tt0210065,Gangster No. 1,6.7,15000.0,"['Malcolm McDowell', 'David Thewlis', 'Paul Bettany', 'Saffron Burrows', 'Kenneth Cranham', 'Jamie Foreman', 'Eddie Marsan', 'Andrew Lincoln', 'Doug Allen', 'Razaaq Adoti']",['Paul McGuigan'],"['Johnny Ferguson', 'Louis Mellis', 'David Scinto']",63.0,8.0,3.0,24.666666666666668,Low-profile,Low-profile,Low-profile,10,1,3
tt0012745,La terre,6.7,185.0,"['Armand Bour', 'René Alexandre', 'Germaine Rouer', 'Jean Hervé', 'Émile Mylo', 'Berthe Bovy', 'Jeanne Briey', 'Jeanne Grumbach', 'Emile Desjardins', 'Max Charlier']",['André Antoine'],"['André Antoine', 'Émile Zola']",7.0,5.0,24.0,12.0,Low-profile,Low-profile,High-profile,10,1,2
tt1527186,Melancholia,7.1,202000.0,"['Kirsten Dunst', 'Charlotte Gainsbourg', 'Kiefer Sutherland', 'Alexander Skarsgård', 'Brady Corbet', 'Cameron Spurr', 'Charlotte Rampling', 'Jesper Christensen', 'John Hurt', 'Stellan Skarsgård']",['Lars von Trier'],['Lars von Trier'],73.0,15.0,15.0,34.333333333333336,High-profile,Low-profile,Low-profile,10,1,1
tt0032412,Dr. Cyclops,6.4,3000.0,"['Albert Dekker', 'Thomas Coley', 'Janice Logan', 'Charles Halton', 'Victor Kilian', 'Frank Yaconelli', 'Paul Fix', 'Frank Reicher', 'William Wilkerson']",['Ernest B. Schoedsack'],"['Tom Kilpatrick', 'Malcolm Stuart Boylan']",97.0,15.0,68.0,60.0,High-profile,Low-profile,High-profile,9,1,2
tt0360025,Stella Street,5.8,507.0,"['Phil Cornwell', 'John Sessions', 'Ronni Ancona', 'Harry Enfield', 'Saleh Chaudhri', 'Zoofishan Chaudhri', 'Sandra Cush', 'Carl Dalby', 'Gregory Dow', 'Guy Green']",['Peter Richardson'],"['Phil Cornwell', 'Peter Richardson', 'John Sessions']",10.0,4.0,4.0,6.0,Low-profile,Low-profile,Low-profile,10,1,3
tt0076885,Trauma,5.4,563.0,"['Ágata Lys', 'Heinrich Starhemberg', 'Ricardo Merino', 'Isabel Pisano', 'Antonio Mayans', 'Sandra Alberti', 'Irene Foster', 'Aparicio Rivero', 'Tony García Jr.', 'León Klimovsky']",['León Klimovsky'],"['Juan José Porto', 'Carlos Puerto']",38.0,19.0,4.0,20.333333333333332,Low-profile,Low-profile,Low-profile,10,1,2
tt2312406,Peter Brook: The Tightrope,7.3,64.0,"['Peter Brook', 'Hayley Carmichael', 'Jos Houben', 'Micha Lescot', 'Marcello Magni', 'Khalifa Natour', 'Yoshi Oida', 'Abdou Ouologuem', 'César Sarachu', 'Shantala Shivalingappa']",['Simon Brook'],"['Peter Brook', 'Simon Brook']",7.0,1.0,5.0,4.333333333333333,Low-profile,Low-profile,Low-profile,10,1,2
tt1100089,Foxcatcher,7.0,152000.0,"['Steve Carell', 'Channing Tatum', 'Mark Ruffalo', 'Vanessa Redgrave', 'Sienna Miller', 'Anthony Michael Hall', 'Guy Boyd', 'Brett Rice', 'Jackson Frazer', 'Samara Lee']",['Bennett Miller'],"['E. Max Frye', 'Dan Futterman']",50.0,4.0,5.0,19.666666666666668,Low-profile,Low-profile,Low-profile,10,1,2
tt0050984,Small Hotel,7.0,269.0,"['Gordon Harker', 'Marie Lohr', 'John Loder', 'Irene Handl', 'Janet Munro', 'Billie Whitelaw', 'Ruth Trouncer', 'Francis Matthews', 'Frederick Schiller', 'Derek Blomfield']",['David MacDonald'],"['Wilfred Eades', 'Rex Frost']",64.0,21.0,2.0,29.0,Low-profile,Low-profile,Low-profile,10,1,2
tt0063729,Twisted Nerve,7.0,2600.0,"['Hywel Bennett', 'Russell Napier', 'Hayley Mills', 'Robin Parkinson', 'Frank Finlay', 'Phyllis Calvert', 'Gretchen Franklin', 'Salmaan Peerzada', 'Timothy Bateson', 'Billie Whitelaw']",['Roy Boulting'],"['Leo Marks', 'Roy Boulting', 'Roger Marshall']",35.0,25.0,15.0,25.0,Low-profile,High-profile,Low-profile,10,1,3
tt0176800,Hangman's Wharf,4.5,93.0,"['John Witty', 'Genine Graham', 'Campbell Singer', 'Patricia Laffan', 'Gerald Nodin', 'Frederick Allen', 'Max Brimmell', 'Mollie Looe', 'Patience Rentoul', 'Tom Masson']",['Cecil H. Williamson'],"['Lester Powell', 'Cecil H. Williamson']",13.0,1.0,4.0,6.0,Low-profile,Low-profile,Low-profile,10,1,2
tt0133263,"Villa Vennely, Home of Copenhagen Call Girls",4.5,24.0,"['Karine Smidt', 'Preben Nicolaisen', 'Caren Birgith', 'Erik Chris', 'Elinor Infred', 'Ole Spenster', 'Zola Johansen', 'Henning Petersen', 'Hanne Brigitte Juel Ranten', 'Birthe Conny Petersen']",['Poul Nyrup'],"['Klaus Nielsen', 'Poul Nyrup']",2.0,3.0,3.0,2.6666666666666665,Low-profile,Low-profile,Low-profile,10,1,2
tt15710136,Yashoda,6.5,12000.0,"['Samantha Ruth Prabhu', 'Unni Mukundan', 'Varalaxmi Sarathkumar', 'Rao Ramesh', 'Murli Sharma', 'Sampath Raj', 'Shatru', 'Preethi Asrani', 'Divya Sripada', 'Kalpika Ganesh']","['Harish Narayan', 'K. Hari Shankar']","['K. Hari Shankar', 'Harish Narayan', 'Pulagam Chinnarayana']",14.0,1.0,1.0,5.333333333333333,Low-profile,Low-profile,Low-profile,10,2,3
tt0051732,Home Before Dark,7.1,1300.0,"['Jean Simmons', ""Dan O'Herlihy"", 'Rhonda Fleming', 'Efrem Zimbalist Jr.', 'Mabel Albertson', 'Stephen Dunne', 'Joan Weldon', 'Joanna Barnes', 'Kathryn Card', 'Marjorie Bennett']",['Mervyn LeRoy'],"['Eileen Bassing', 'Robert Bassing']",44.0,75.0,1.0,40.0,Low-profile,High-profile,Low-profile,10,1,2
tt0144168,Dick,6.2,22000.0,"['Kirsten Dunst', 'Michelle Williams', 'Dan Hedaya', 'Will Ferrell', 'Bruce McCulloch', 'Teri Garr', 'Dave Foley', 'Jim Breuer', 'Ana Gasteyer', 'Harry Shearer']",['Andrew Fleming'],"['Andrew Fleming', 'Sheryl Longin']",44.0,8.0,7.0,19.666666666666668,Low-profile,Low-profile,Low-profile,10,1,2
tt0082422,Fruits of Passion,5.3,1900.0,"['Klaus Kinski', 'Isabelle Illiers', 'Arielle Dombasle', 'Pîtâ', 'Keiko Niitaka', 'Sayoko Yamaguchi', 'Hitomi Takahashi', 'Miyuki Ono', 'Yuka Kamebuchi', 'Akiko Suetsugu']",['Shûji Terayama'],"['Dominique Aury', 'Shûji Terayama', 'Rio Kishida']",85.0,6.0,7.0,32.666666666666664,High-profile,Low-profile,Low-profile,10,1,3
tt9358192,Halston,7.1,1500.0,"['Halston', 'Tom Fallon', 'Jacqueline Kennedy', 'Marisa Berenson', 'Joel Schumacher', 'Andrew Goodman', 'R. Couri Hay', 'Elsa Peretti', 'Pat Cleveland', 'Nancy North']",['Frédéric Tcheng'],['Frédéric Tcheng'],13.0,4.0,4.0,7.0,Low-profile,Low-profile,Low-profile,10,1,1
tt0048275,Merry-Go-Round,7.7,1800.0,"['Mari Törőcsik', 'Imre Soós', 'Ádám Szirtes', 'Béla Barsi', 'Manyi Kiss', 'Gyula Bakos', 'Antal Farkas', 'József Juhász', 'Flóra Kádár', 'Ervin Kibédi']",['Zoltán Fábri'],"['Zoltán Fábri', 'László Nádasy', 'Imre Sarkadi']",11.0,13.0,9.0,11.0,Low-profile,Low-profile,Low-profile,10,1,3
tt0076384,La Menace,6.6,949.0,"['Yves Montand', 'Carole Laure', 'Marie Dubois', 'Jean-François Balmer', 'Marc Eyraud', 'Roger Muni', 'Jacques Rispal', 'Michel Ruhl', 'Gabriel Gascon', 'Martin Trévières']",['Alain Corneau'],"['Daniel Boulanger', 'Alain Corneau', 'Claude Hopkins']",43.0,10.0,21.0,24.666666666666668,Low-profile,Low-profile,Low-profile,10,1,3
tt0063532,Saathi,7.2,111.0,"['Vyjayanthimala', 'Rajendra Kumar Tuli', 'Simi Garewal', 'Pahadi Sanyal', 'David Abraham', 'Veena', 'Rammohan Sharma', 'Nandini', 'Sanjeev Kumar', 'D.K. Sapru']",['C.V. Sridhar'],"['Abrar Alvi', 'Raj Baldev Raj']",57.0,6.0,16.0,26.333333333333332,Low-profile,Low-profile,Low-profile,10,1,2
tt0063278,Marketa Lazarová,7.9,6300.0,"['Josef Kemr', 'Magda Vásáryová', 'Nada Hejna', 'Jaroslav Moucka', 'Frantisek Velecký', 'Karel Vasicek', 'Ivan Palúch', 'Martin Mrazek', 'Václav Sloup', 'Pavla Polaskova']",['Frantisek Vlácil'],"['Frantisek Pavlícek', 'Vladislav Vancura', 'Frantisek Vlácil']",13.0,6.0,4.0,7.666666666666667,Low-profile,Low-profile,Low-profile,10,1,3
tt0034881,I Married a Witch,7.1,10000.0,"['Fredric March', 'Veronica Lake', 'Robert Benchley', 'Susan Hayward', 'Cecil Kellaway', 'Elizabeth Patterson', 'Eily Malyon', 'Robert Warwick', 'Robert Greig', 'Viola Moore']",['René Clair'],"['Robert Pirosh', 'Marc Connelly', 'Thorne Smith']",86.0,26.0,18.0,43.333333333333336,High-profile,High-profile,Low-profile,10,1,3
tt0062732,The Birthday Party,6.4,1300.0,"['Robert Shaw', 'Patrick Magee', 'Sydney Tafler', 'Dandy Nichols', 'Moultrie Kelsall', 'Helen Fraser']",['William Friedkin'],['Harold Pinter'],34.0,21.0,19.0,24.666666666666668,Low-profile,Low-profile,Low-profile,6,1,1
tt0045463,The 49th Man,5.9,234.0,"['John Ireland', 'Richard Denning', 'Suzanne Dalbert', 'Robert Foulk', 'Mike Connors', 'Richard Avonde', 'William Bryant', 'Cicely Browne', 'Tommy Farrell', 'Joseph Mell']",['Fred F. Sears'],"['Harry Essex', 'Ivan Tors']",81.0,37.0,29.0,49.0,High-profile,High-profile,High-profile,10,1,2
tt0120458,Virus,5.0,31000.0,"['Jamie Lee Curtis', 'Donald Sutherland', 'William Baldwin', 'Joanna Pacula', 'Marshall Bell', 'Sherman Augustus', 'Cliff Curtis', 'Julio Oscar Mechoso', 'Yuri Chervotkin', 'Keith Flippen']",['John Bruno'],"['Chuck Pfarrer', 'Dennis Feldman']",97.0,3.0,7.0,35.666666666666664,High-profile,Low-profile,Low-profile,10,1,2
tt0078351,Sweeney 2,6.6,1000.0,"['John Thaw', 'Dennis Waterman', 'Denholm Elliott', 'Ken Hutchison', 'Anna Gaël', 'Barry Stanton', 'John Flanagan', 'David Casey', ""Derrick O'Connor"", 'John Alkin']",['Tom Clegg'],"['Troy Kennedy Martin', 'Ian Kennedy Martin']",65.0,3.0,8.0,25.333333333333332,Low-profile,Low-profile,Low-profile,10,1,2
tt0021292,Redemption,5.6,560.0,"['John Gilbert', 'Renée Adorée', 'Conrad Nagel', 'Eleanor Boardman', 'Claire McDowell', 'Nigel De Brulier', 'Tully Marshall', 'Mack Swain', 'Erville Alderson', 'George Spelvin']","['Fred Niblo', 'Lionel Barrymore']","['Ruth Cummings', 'Dorothy Farnum', 'Arthur Hopkins']",98.0,28.0,41.0,55.666666666666664,High-profile,High-profile,High-profile,10,2,3
tt1093906,The Rig,3.2,2300.0,"['William Forsythe', 'Stacey Hinnen', 'Sarah Laine', 'Marcus T. Paulk', 'Carmen Gloria Pérez', 'Daniel Benson', 'Robert Zachar', 'Scott Martin', 'Darren Scott', 'Eric Bivens-Bush']",['Peter Atencio'],"['Scott Martin', 'C.W. Fallin', 'Lori j Falzone chavez']",39.0,4.0,1.0,14.666666666666666,Low-profile,Low-profile,Low-profile,10,1,3
tt0048579,Samurai II: Duel at Ichijoji Temple,7.3,7200.0,"['Toshirô Mifune', 'Mariko Okada', 'Kôji Tsuruta', 'Kaoru Yachigusa', 'Michiyo Kogure', 'Mitsuko Mito', 'Akihiko Hirata', 'Daisuke Katô', 'Kurôemon Onoe', 'Sachio Sakai']",['Hiroshi Inagaki'],"['Hideji Hôjô', 'Hiroshi Inagaki', 'Tokuhei Wakao']",70.0,17.0,9.0,32.0,High-profile,Low-profile,Low-profile,10,1,3
tt0035710,Campus Rhythm,5.4,141.0,"['Johnny Downs', 'Gale Storm', 'Robert Lowery', 'Douglas Leavitt', 'Herbert Heyes', 'Marie Blake', 'Claudia Drake', 'GeGe Pearson', 'Johnny Duncan', 'Candy Candido']",['Arthur Dreifuss'],"['Charles R. Marion', 'Ewart Adamson', 'Jack Palmer White']",60.0,33.0,29.0,40.666666666666664,Low-profile,High-profile,High-profile,10,1,3
tt3224458,A Beautiful Day in the Neighborhood,7.2,91000.0,"['Matthew Rhys', 'Tom Hanks', 'Chris Cooper', 'Susan Kelechi Watson', 'Maryann Plunkett', 'Enrico Colantoni', 'Wendy Makkena', 'Tammy Blanchard', 'Noah Harpster', 'Carmen Cusack']",['Marielle Heller'],"['Micah Fitzerman-Blue', 'Noah Harpster', 'Tom Junod']",63.0,4.0,2.0,23.0,Low-profile,Low-profile,Low-profile,10,1,3
tt0036666,Both Barrels Blazing,5.8,131.0,"['Charles Starrett', 'Tex Harding', 'Dub Taylor', 'Pat Parrish', 'The Jesters', 'Guy Bonham', 'Walter Carlson', 'Dwight Latham', 'Robert Barron', 'Al Bridge']",['Derwin Abrahams'],['William Lively'],82.0,22.0,37.0,47.0,High-profile,Low-profile,High-profile,10,1,1
