year,month,star_count,runtime,averageRating
1922,2,4,50.0,6.9
1992,2,10,1.0,5.3
1931,2,8,1.0,6.2
2011,1,10,1.0,5.9
1978,1,10,1.0,6.2
1965,3,10,1.0,6.0
1982,7,10,1.0,5.0
1956,2,10,1.0,6.9
1979,1,10,1.0,7.4
1924,10,10,2.0,6.7
1935,10,10,1.0,6.9
1972,4,10,1.0,7.2
2013,12,10,1.0,5.6
1982,8,10,1.0,5.4
1974,8,10,1.0,6.5
1964,6,10,1.0,5.9
1927,10,7,1.0,7.5
1966,12,10,1.0,5.6
1954,5,10,1.0,6.2
1957,4,10,1.0,5.6
1982,7,10,3.0,7.1
1987,11,10,1.0,8.0
1952,2,10,1.0,6.7
1998,8,10,1.0,6.0
1987,10,10,2.0,4.8
2011,4,10,2.0,6.8
2013,4,10,2.0,5.7
1966,12,10,2.0,7.9
1953,6,10,1.0,6.5
1940,9,10,1.0,7.4
1975,11,10,1.0,5.6
1931,1,10,1.0,6.6
1985,5,10,1.0,6.5
1954,9,10,1.0,6.7
1943,2,10,1.0,5.7
1997,7,10,1.0,4.3
1929,11,10,2.0,7.2
1976,4,10,2.0,6.9
1975,11,10,1.0,8.2
1950,6,10,1.0,6.7
1992,5,10,1.0,6.2
1999,8,10,2.0,5.4
1929,1,10,1.0,7.1
2007,8,10,1.0,5.6
1993,3,10,1.0,5.3
1934,11,10,1.0,5.4
1956,6,10,2.0,7.4
1937,12,10,57.0,5.1
1937,8,10,1.0,7.2
2020,12,10,1.0,4.9
1964,12,10,1.0,5.8
1939,11,10,1.0,5.9
1969,7,10,1.0,5.6
1929,5,10,1.0,5.9
1934,12,10,1.0,6.2
2010,8,10,1.0,7.5
2001,11,10,1.0,7.8
1993,9,8,1.0,5.7
1951,4,10,1.0,6.4
1983,1,10,1.0,7.1
2012,4,10,1.0,5.1
1990,9,10,2.0,7.4
2002,5,10,2.0,6.1
1942,4,10,1.0,6.2
2012,3,10,1.0,6.4
1967,12,10,1.0,5.2
1987,4,10,1.0,7.0
1953,5,10,1.0,7.0
1959,2,10,1.0,5.3
1938,4,10,1.0,5.3
1933,3,10,1.0,6.4
1969,5,10,2.0,6.7
1956,9,10,55.0,7.4
1935,3,10,1.0,6.1
1994,7,10,2.0,7.3
1942,12,10,1.0,6.0
2025,2,6,2.0,7.8
1952,8,10,1.0,5.4
1997,12,10,1.0,6.7
1985,12,10,1.0,5.8
1950,6,10,1.0,6.1
1954,12,10,1.0,6.7
1952,4,10,1.0,5.2
1952,6,5,1.0,6.3
1971,1,10,1.0,4.5
1997,11,10,2.0,6.6
2015,11,10,1.0,5.3
2019,12,10,2.0,6.2
2005,3,10,1.0,5.2
2017,6,10,1.0,6.8
2022,4,10,1.0,4.7
1929,4,10,1.0,6.5
1975,11,10,1.0,7.5
2000,5,10,1.0,6.4
1932,11,10,1.0,6.8
1957,1,10,2.0,5.9
1948,12,10,1.0,2.4
1949,11,10,1.0,6.0
1959,7,10,2.0,6.2
1950,11,10,1.0,5.7
2015,8,10,1.0,7.1
1954,4,10,1.0,5.0
1941,10,10,1.0,7.1
1956,1,4,1.0,7.8
1985,3,10,1.0,7.0
1995,1,10,1.0,6.1
1952,7,10,1.0,6.2
1932,11,10,1.0,7.0
1986,11,10,1.0,5.8
2015,1,10,1.0,4.2
1965,3,10,1.0,7.3
1992,2,10,1.0,5.2
1965,11,10,1.0,7.2
2015,6,1,1.0,7.3
1958,12,10,1.0,5.4
1949,4,10,1.0,6.5
1992,1,10,1.0,5.1
1966,4,10,1.0,5.2
2009,9,10,1.0,4.8
1988,3,7,2.0,8.6
1975,10,10,1.0,4.9
1986,11,10,1.0,5.9
1961,9,10,3.0,7.7
2023,9,10,1.0,6.6
1938,8,10,1.0,6.7
1973,6,10,1.0,4.1
1977,10,10,1.0,7.1
1996,12,10,2.0,7.1
1981,7,10,1.0,5.3
2013,4,10,1.0,7.2
2010,7,10,1.0,4.4
2009,12,10,1.0,4.1
1930,9,10,48.0,7.5
1977,1,10,1.0,6.9
1954,1,10,1.0,6.5
2015,6,10,1.0,7.3
1934,12,10,1.0,5.2
2011,4,10,1.0,6.9
2001,11,10,1.0,6.3
2000,6,10,1.0,6.7
1966,11,10,1.0,6.4
1940,7,10,1.0,6.8
1956,2,10,1.0,5.2
1938,9,10,1.0,5.8
2001,5,10,1.0,6.4
1943,10,10,1.0,5.6
1983,4,10,1.0,6.2
1948,1,10,1.0,6.7
2010,2,10,1.0,6.5
2020,1,10,1.0,7.5
1973,5,10,1.0,5.9
2016,5,10,1.0,4.5
1940,12,10,4.0,7.3
1934,10,10,50.0,5.1
1925,8,10,1.0,7.4
2016,7,10,1.0,5.8
2015,5,1,1.0,5.9
1951,9,10,2.0,6.9
1996,6,10,2.0,7.3
2004,6,10,1.0,7.0
1932,11,10,1.0,6.2
1921,7,7,50.0,7.4
2006,4,10,1.0,7.5
2011,11,8,1.0,7.2
1944,12,10,2.0,7.0
2002,4,10,1.0,4.0
1965,8,10,1.0,5.5
1987,8,10,2.0,5.5
2014,9,10,1.0,7.8
1985,11,10,1.0,6.9
1984,9,10,1.0,5.9
2018,12,1,1.0,5.1
1999,9,10,2.0,6.5
1973,1,10,1.0,6.1
2008,9,6,1.0,7.0
2007,10,5,1.0,5.1
1996,3,10,1.0,7.9
2016,8,10,1.0,6.5
1967,6,10,45.0,6.7
1991,8,10,1.0,4.2
2022,7,7,1.0,6.6
2011,9,10,1.0,5.9
1963,1,10,1.0,6.1
1994,12,10,1.0,6.2
1957,11,10,1.0,4.7
2021,6,10,1.0,4.1
1946,7,10,1.0,6.4
1936,5,10,1.0,6.4
1986,9,10,1.0,7.0
1990,4,10,2.0,7.5
1950,10,10,1.0,6.9
1988,5,10,1.0,4.3
1972,9,10,1.0,6.3
1974,2,10,1.0,7.7
2001,5,10,2.0,7.0
1929,6,10,1.0,4.8
1939,10,10,1.0,6.0
2021,11,10,1.0,7.2
1930,3,10,59.0,4.6
1972,4,10,1.0,5.9
1943,9,10,1.0,7.2
1968,8,10,1.0,4.6
2009,9,10,1.0,4.0
2018,3,10,1.0,7.5
1997,5,10,2.0,8.6
1926,1,7,1.0,6.8
2008,10,10,1.0,7.2
1961,1,10,1.0,5.8
1931,5,10,1.0,5.5
1937,3,10,1.0,6.7
1951,2,10,1.0,6.4
1951,6,10,1.0,5.4
1991,10,10,1.0,5.9
1927,1,10,1.0,6.5
2019,3,10,1.0,6.0
2001,9,10,1.0,6.9
1936,1,10,1.0,6.7
2009,12,10,2.0,7.3
2001,12,10,1.0,6.3
1983,10,10,1.0,6.5
1971,9,10,1.0,6.4
2015,5,10,1.0,5.1
1948,1,10,1.0,6.7
1942,3,10,4.0,6.9
1989,5,10,2.0,5.4
1967,9,7,1.0,4.2
1966,3,10,2.0,6.7
2001,10,10,1.0,6.2
2006,1,10,2.0,7.5
2003,5,10,1.0,7.0
1995,10,10,1.0,5.2
1982,9,10,1.0,7.5
2021,6,10,2.0,5.2
1963,6,10,1.0,6.0
1965,7,10,1.0,6.9
1998,9,10,1.0,4.4
1944,9,10,1.0,6.8
1942,6,10,1.0,7.2
1958,11,10,1.0,6.0
2012,2,10,1.0,6.4
2019,6,10,1.0,6.5
2020,8,10,1.0,5.1
1941,5,10,1.0,6.0
1939,6,10,1.0,6.5
1969,9,10,1.0,4.5
1990,4,10,1.0,6.7
1979,4,10,2.0,6.1
1959,3,10,1.0,5.7
1964,12,10,1.0,4.2
1936,7,10,1.0,6.1
1988,8,10,1.0,4.8
1984,5,10,1.0,7.3
1940,2,10,1.0,5.6
2020,3,10,1.0,5.8
2023,12,10,2.0,6.1
2000,3,10,1.0,7.0
1950,10,10,1.0,8.0
1973,12,10,1.0,6.6
2019,6,10,1.0,7.2
2021,11,10,1.0,5.5
1949,3,10,1.0,6.7
1942,9,2,2.0,8.9
1984,2,10,1.0,2.3
1941,12,10,1.0,5.8
1955,6,10,1.0,6.3
1995,9,2,1.0,7.1
2012,10,10,1.0,5.0
1998,5,10,1.0,6.3
1998,1,10,1.0,7.2
1992,5,10,1.0,5.8
1974,8,10,1.0,6.0
1998,1,10,1.0,7.5
1937,7,10,1.0,6.2
1980,10,10,2.0,5.5
2024,3,10,1.0,6.3
2011,11,9,1.0,7.2
1922,10,6,1.0,6.4
2012,3,10,1.0,7.5
1927,3,10,1.0,6.3
1994,3,10,2.0,7.2
1966,5,10,1.0,5.5
1968,2,10,1.0,7.7
1974,11,1,1.0,8.2
1957,5,10,1.0,6.4
1921,1,10,1.0,6.4
1943,9,10,1.0,5.7
1961,10,10,1.0,6.1
1967,7,10,1.0,5.2
1970,9,10,1.0,5.1
1922,1,10,1.0,6.6
2013,9,10,1.0,5.6
1993,1,10,1.0,5.4
2013,6,3,1.0,6.7
1974,12,10,1.0,5.5
1928,5,9,1.0,6.2
2020,3,10,1.0,4.8
1939,4,10,1.0,5.6
1939,5,10,1.0,6.1
2025,1,3,1.0,4.8
2008,8,10,1.0,5.9
2013,3,10,1.0,5.6
1995,1,10,1.0,6.5
2005,11,10,1.0,4.3
1969,4,5,1.0,6.6
1967,12,10,1.0,3.3
1974,9,10,1.0,4.3
1976,2,10,1.0,7.0
1968,1,10,1.0,7.2
1990,11,10,1.0,6.2
1955,7,10,1.0,5.8
1971,6,8,1.0,6.9
1982,1,10,1.0,6.6
1973,6,10,1.0,6.3
2015,5,10,2.0,5.5
2020,1,10,1.0,7.2
2014,9,10,1.0,5.9
2023,8,10,2.0,5.9
1931,12,10,1.0,5.7
2015,3,10,1.0,6.3
1970,6,10,1.0,6.5
1966,10,10,1.0,5.3
1997,9,10,1.0,5.2
1996,7,10,1.0,7.1
1955,6,10,1.0,5.8
2012,12,8,1.0,7.8
1991,8,10,1.0,5.1
1948,11,10,1.0,6.7
2010,12,10,2.0,2.8
1986,6,10,2.0,6.0
1953,4,10,1.0,6.4
1958,11,10,1.0,5.9
1983,1,10,2.0,6.5
1956,3,10,1.0,6.5
1973,2,10,1.0,6.0
2009,4,10,1.0,6.1
1942,5,10,1.0,6.0
2020,12,10,1.0,5.5
1945,9,10,1.0,4.9
1990,5,10,2.0,6.7
1973,2,10,1.0,6.4
1949,7,10,1.0,6.6
1971,9,10,1.0,5.0
2009,11,10,1.0,7.0
1934,12,10,1.0,6.0
1959,12,10,1.0,5.5
2024,10,10,2.0,6.1
1979,8,10,1.0,6.4
1975,1,10,1.0,6.6
1956,2,10,1.0,6.6
1933,1,10,58.0,5.9
1957,3,10,1.0,6.1
1925,9,10,1.0,5.0
1993,12,10,1.0,3.5
1968,11,10,1.0,7.0
2011,1,10,1.0,7.8
2012,4,10,1.0,7.0
1991,5,10,1.0,8.0
1954,2,10,1.0,4.4
1962,11,10,2.0,7.2
1970,6,10,1.0,5.3
1941,12,10,1.0,6.0
1990,10,10,1.0,4.9
2013,10,10,1.0,6.2
2023,12,10,1.0,6.0
1987,8,10,1.0,5.8
1975,3,10,1.0,6.7
1932,4,10,1.0,6.4
1981,3,10,1.0,7.4
2019,12,10,3.0,7.8
1962,3,10,1.0,5.5
1978,7,10,1.0,4.6
2016,11,10,2.0,7.2
1940,5,10,1.0,6.5
1978,2,10,1.0,5.3
1993,10,10,1.0,6.1
1931,2,10,1.0,5.2
1995,12,10,1.0,6.8
1938,12,10,1.0,6.2
1925,12,8,1.0,6.6
2023,1,10,1.0,4.6
1989,11,10,1.0,4.1
2003,7,10,1.0,5.1
1945,7,10,1.0,5.8
1995,4,10,1.0,7.8
1993,12,4,1.0,7.3
1947,5,10,1.0,6.5
1990,10,10,1.0,7.1
1940,4,10,1.0,6.8
2009,3,10,2.0,6.1
1983,9,10,1.0,4.4
2013,10,10,1.0,3.7
1992,1,10,1.0,1.3
1987,8,10,1.0,5.9
1935,2,10,1.0,6.4
1981,9,10,2.0,6.4
1967,6,10,1.0,6.3
1929,2,10,1.0,6.6
1969,1,10,1.0,5.6
1933,3,10,1.0,6.1
1967,7,10,1.0,5.5
1978,4,10,1.0,6.2
1976,5,10,1.0,4.5
2021,11,1,1.0,7.0
1940,9,10,1.0,6.3
2025,3,10,1.0,7.2
1997,11,10,1.0,7.4
1956,11,10,1.0,6.3
1951,7,10,1.0,6.4
2024,9,10,1.0,3.6
1952,6,10,1.0,5.8
1959,10,10,1.0,4.8
1957,1,10,1.0,7.2
1977,12,10,1.0,6.2
2012,5,10,1.0,6.8
2024,6,10,3.0,7.0
1998,5,10,1.0,8.0
2019,3,10,1.0,5.5
1997,6,10,1.0,7.0
1948,11,10,2.0,6.4
1959,4,10,1.0,6.6
2007,6,10,2.0,6.9
1966,12,10,2.0,7.1
2019,10,10,1.0,6.8
1961,3,10,1.0,6.5
2004,1,10,1.0,6.0
1931,10,10,1.0,6.2
1987,12,10,1.0,5.4
1956,2,10,1.0,5.8
1950,8,10,1.0,6.3
1943,8,10,1.0,6.7
1987,12,10,1.0,5.0
1934,9,10,56.0,5.6
1956,10,10,3.0,7.9
1983,5,10,1.0,5.3
2000,3,10,1.0,7.6
1979,8,10,1.0,3.8
1988,2,10,1.0,3.5
2004,10,10,1.0,5.3
1999,5,6,2.0,8.2
1996,1,10,1.0,7.2
2012,1,10,1.0,6.7
2002,5,10,1.0,6.1
2023,1,10,1.0,6.5
1986,2,10,1.0,4.7
1930,8,10,1.0,5.7
1970,11,10,1.0,5.1
1979,3,7,1.0,6.3
1994,12,10,1.0,5.3
1930,9,10,1.0,4.6
1958,9,10,1.0,5.6
1958,9,10,1.0,7.1
1949,7,9,1.0,6.4
1950,8,10,1.0,5.5
2000,4,7,1.0,7.5
1964,6,10,1.0,7.1
1963,9,10,1.0,5.5
1955,12,10,1.0,6.4
2009,6,10,1.0,7.1
2001,1,10,1.0,4.6
2011,1,10,1.0,5.0
2022,5,10,1.0,6.4
1937,1,10,3.0,6.2
1954,1,10,1.0,5.7
1931,2,9,55.0,7.2
1946,12,10,1.0,5.9
1964,9,10,1.0,4.9
2022,8,10,1.0,5.9
1944,12,10,57.0,5.6
1944,9,10,1.0,6.5
1937,12,10,57.0,5.6
1939,12,10,1.0,5.6
1985,12,10,1.0,5.4
1994,1,10,1.0,5.8
1932,10,10,1.0,5.3
2010,5,10,1.0,6.9
2013,1,10,1.0,6.6
2025,3,7,1.0,6.9
1920,12,9,1.0,6.1
1928,11,10,2.0,5.9
2008,4,10,1.0,7.5
1930,7,10,1.0,6.3
1964,9,10,1.0,5.8
1935,7,10,1.0,6.4
1924,2,10,1.0,6.6
1933,4,10,1.0,7.0
1942,9,10,1.0,6.4
1960,1,10,1.0,4.6
1995,10,10,1.0,6.4
2023,3,10,2.0,7.1
1977,5,10,1.0,3.8
1980,4,10,1.0,3.0
1979,6,10,2.0,6.5
2005,10,10,1.0,5.5
1971,10,10,1.0,4.6
2025,3,10,1.0,6.1
2007,9,10,1.0,7.0
1986,8,10,1.0,6.3
2003,8,10,1.0,7.4
1974,5,10,1.0,5.3
1937,11,10,1.0,6.7
1966,7,10,1.0,4.8
1982,1,10,1.0,2.5
1929,10,1,1.0,7.6
1968,12,10,1.0,6.8
1996,4,10,1.0,4.5
1996,12,10,1.0,4.0
2008,1,10,1.0,6.9
2003,1,10,1.0,6.5
1997,2,6,1.0,7.0
2006,5,10,2.0,7.5
2015,5,10,1.0,6.6
1983,12,10,1.0,7.5
1949,6,10,1.0,6.8
1931,10,10,1.0,6.4
1963,4,10,1.0,6.6
1956,4,10,1.0,5.9
1938,1,10,1.0,6.7
1997,2,10,1.0,4.5
1966,10,10,1.0,6.1
1983,9,10,1.0,7.2
1937,6,10,58.0,6.0
1956,4,10,1.0,6.2
1970,10,10,1.0,5.8
1993,3,10,1.0,5.8
1990,4,5,1.0,7.3
1956,1,10,1.0,6.4
2018,12,10,1.0,7.7
1978,11,10,1.0,4.9
1972,9,9,1.0,8.2
1971,6,9,1.0,5.5
2011,4,10,1.0,7.7
1964,5,10,1.0,6.5
2024,1,10,2.0,7.2
1949,5,10,2.0,7.3
1996,11,10,1.0,4.5
2012,11,10,1.0,6.9
1993,7,10,1.0,3.6
1938,1,10,1.0,5.0
1972,1,10,1.0,5.6
1945,10,10,1.0,5.4
1927,5,9,1.0,5.6
1991,12,10,1.0,4.7
1975,6,10,1.0,5.4
1976,1,10,1.0,5.3
1960,1,10,1.0,5.6
1985,8,10,2.0,6.7
2022,1,10,1.0,6.0
1996,8,10,1.0,5.9
1980,9,10,1.0,6.8
2006,12,10,1.0,5.4
2004,11,10,1.0,6.1
1943,8,10,1.0,7.0
1923,2,10,1.0,5.8
1951,7,10,1.0,6.5
1966,6,10,1.0,6.1
1985,1,10,1.0,3.8
1931,10,10,1.0,6.0
1961,6,10,1.0,5.2
1991,9,10,1.0,4.8
2000,12,10,2.0,5.1
2007,10,10,1.0,7.0
1992,10,10,1.0,6.8
1935,1,10,1.0,6.8
1967,3,10,2.0,7.1
1987,12,10,1.0,6.1
2001,1,10,1.0,8.0
1986,3,7,1.0,3.8
2019,6,10,2.0,6.0
1981,9,10,1.0,3.6
2013,6,8,1.0,7.6
1968,2,10,1.0,5.5
1948,2,10,1.0,6.0
1992,6,10,1.0,8.0
1977,6,10,1.0,5.8
2017,1,10,1.0,7.3
1934,4,10,1.0,3.3
1923,10,10,1.0,2.9
1963,8,10,1.0,5.4
1994,9,10,1.0,7.7
1973,6,10,1.0,4.9
1927,11,10,1.0,5.4
1942,9,10,1.0,6.2
1994,7,10,1.0,6.7
1981,12,10,1.0,6.9
1983,10,10,2.0,6.2
1939,8,10,1.0,6.3
1940,1,6,1.0,7.5
1971,4,10,1.0,5.6
1954,1,10,1.0,6.5
1950,5,10,1.0,7.0
1928,2,10,1.0,6.4
1941,7,9,1.0,7.1
1974,12,10,1.0,6.6
2011,9,10,1.0,6.6
1933,12,10,1.0,6.0
1987,7,10,1.0,5.5
1968,8,10,1.0,4.5
1989,4,7,1.0,3.5
1946,5,10,1.0,6.3
2013,6,10,2.0,6.9
1947,12,10,1.0,5.6
1930,11,10,1.0,7.2
1982,3,10,1.0,6.2
1955,9,1,1.0,7.2
1986,11,10,2.0,7.8
1962,8,10,1.0,5.6
1965,5,10,1.0,6.9
2005,9,10,1.0,5.5
2016,6,10,2.0,4.9
1987,10,10,1.0,7.2
1975,9,5,1.0,7.1
1960,7,10,2.0,7.3
2011,7,10,1.0,5.8
1962,9,10,1.0,4.3
1937,6,10,1.0,5.3
2016,2,10,1.0,7.0
1980,12,10,1.0,6.3
1991,9,10,3.0,7.5
2012,8,10,1.0,5.7
2004,6,10,1.0,6.1
1960,5,10,1.0,6.2
1946,7,10,1.0,5.6
1990,7,10,2.0,7.1
1935,7,10,1.0,6.6
1968,6,10,1.0,6.4
1936,8,10,1.0,7.0
1946,10,10,57.0,6.2
1948,2,10,1.0,6.3
1974,6,10,1.0,6.2
2006,6,10,2.0,7.0
2015,10,10,1.0,5.1
1961,1,10,1.0,5.2
1930,2,10,1.0,6.2
1994,10,3,47.0,6.6
2007,11,10,1.0,7.0
1982,6,10,2.0,5.9
1945,11,10,57.0,6.5
1940,1,10,4.0,6.8
1975,6,10,1.0,4.7
2015,3,10,2.0,6.1
1958,10,10,1.0,6.2
1998,9,10,1.0,5.1
2022,9,10,1.0,6.8
1964,7,10,1.0,5.4
1995,7,10,2.0,6.0
1954,2,10,1.0,7.0
1939,11,10,1.0,7.2
1955,3,10,3.0,6.1
2024,3,10,1.0,6.6
1973,8,10,1.0,6.8
1968,1,10,1.0,4.9
2008,5,10,2.0,6.7
1997,3,10,1.0,7.0
1942,5,10,1.0,6.0
1990,11,10,1.0,5.4
1941,6,10,1.0,5.2
1947,2,10,1.0,5.2
2019,7,10,2.0,6.3
2025,1,1,1.0,8.1
1936,1,10,1.0,5.2
1964,3,10,1.0,4.5
1953,11,10,1.0,5.8
1981,3,10,1.0,6.0
2013,9,10,1.0,4.8
1981,6,10,1.0,5.2
1950,12,10,1.0,7.9
1986,11,10,1.0,6.8
2025,1,10,1.0,6.7
2012,11,10,1.0,7.2
2022,9,10,1.0,5.8
1954,12,10,1.0,6.3
1924,2,10,52.0,6.2
1999,3,10,2.0,4.8
1949,8,10,1.0,5.4
1956,11,10,1.0,8.3
2023,8,10,1.0,6.3
1963,11,10,1.0,8.1
2012,3,10,1.0,6.7
1997,1,9,1.0,6.7
1983,8,10,1.0,4.6
1977,8,5,1.0,5.7
2021,11,10,1.0,6.3
1926,5,10,2.0,6.7
1972,8,10,1.0,6.2
1934,11,10,1.0,5.7
1960,8,10,1.0,6.5
1979,11,10,1.0,6.8
2007,5,10,2.0,6.8
1989,6,10,1.0,5.2
1973,4,10,2.0,5.6
2002,9,10,1.0,6.2
1987,8,10,1.0,5.6
1988,5,9,1.0,5.4
1951,11,10,1.0,5.7
2015,11,10,2.0,6.6
1993,5,10,1.0,5.6
1931,11,10,1.0,6.3
1940,9,10,1.0,6.9
1994,9,10,1.0,7.0
1922,5,10,1.0,7.8
1986,4,10,1.0,5.0
1957,12,10,1.0,5.9
2002,9,10,1.0,3.9
2018,11,1,1.0,6.8
1937,1,10,1.0,5.3
1994,1,10,1.0,5.3
1988,1,10,1.0,4.3
1937,9,10,57.0,5.6
1989,12,10,1.0,6.0
1979,1,10,1.0,6.0
2021,10,10,1.0,5.1
1994,10,10,1.0,4.2
1978,11,10,1.0,5.7
1949,12,10,1.0,6.4
1940,11,10,1.0,6.2
2019,6,10,1.0,5.7
2009,1,10,1.0,7.7
1941,8,10,4.0,6.3
1955,7,1,58.0,4.7
1936,1,10,1.0,6.9
2008,10,10,1.0,6.8
2023,5,10,1.0,4.4
1986,3,10,1.0,5.0
1986,3,10,1.0,6.6
2005,2,10,1.0,4.2
1945,11,10,1.0,6.1
1955,12,10,1.0,6.5
1955,7,10,1.0,7.4
1968,9,10,1.0,5.7
1945,12,10,1.0,6.0
1952,1,10,1.0,6.1
1931,12,10,1.0,6.6
1944,5,10,1.0,5.6
1937,9,10,1.0,5.9
1972,5,10,1.0,7.5
2003,3,10,1.0,7.4
2016,8,10,2.0,6.4
1955,1,10,1.0,6.0
1991,12,10,1.0,6.0
1983,12,10,1.0,4.5
1964,6,10,1.0,5.0
2016,5,10,2.0,6.7
1963,1,10,2.0,6.4
2014,10,10,1.0,6.0
2020,10,2,1.0,7.3
1972,8,4,1.0,5.3
1968,11,10,1.0,4.0
1979,6,10,1.0,5.8
1945,6,10,1.0,6.7
1931,6,5,1.0,6.8
1977,1,10,1.0,5.7
1927,6,5,1.0,6.0
1928,4,9,1.0,6.1
1978,11,10,1.0,8.5
2010,12,10,1.0,6.3
2010,7,10,1.0,7.0
1961,8,10,1.0,6.3
2001,8,10,2.0,7.5
2006,9,10,1.0,2.2
1968,1,10,1.0,6.8
1973,5,10,1.0,4.0
1975,2,2,2.0,7.7
2011,12,10,1.0,6.5
1959,5,10,1.0,7.2
2023,11,1,1.0,6.8
1996,11,10,1.0,5.6
1993,9,10,1.0,7.2
1998,8,10,2.0,7.5
2003,1,10,1.0,5.5
1978,9,10,1.0,5.0
1934,4,10,1.0,7.2
2001,7,4,1.0,7.6
1955,6,10,1.0,5.7
1989,9,10,2.0,5.5
2013,7,10,1.0,8.1
1953,10,10,1.0,6.8
1940,2,10,1.0,4.8
2014,8,10,1.0,5.8
2002,1,10,1.0,5.6
1985,10,10,1.0,6.9
2000,10,10,1.0,5.8
1946,4,10,1.0,6.3
1952,5,10,1.0,6.9
1921,7,10,50.0,6.3
1946,8,10,1.0,6.7
1939,4,10,1.0,7.4
1994,8,10,1.0,4.8
2012,8,10,1.0,7.6
2019,9,10,1.0,6.5
2012,4,2,1.0,6.4
1944,5,10,1.0,5.5
2008,8,10,1.0,6.1
2016,11,10,1.0,5.6
2000,6,10,2.0,6.5
1961,10,10,1.0,6.2
1928,9,9,1.0,6.6
1981,10,10,1.0,5.8
1932,8,10,58.0,5.5
1969,1,10,1.0,5.8
2002,4,10,1.0,5.2
2021,4,10,1.0,2.7
1964,12,9,1.0,3.6
1977,6,10,1.0,4.6
1992,4,10,2.0,3.4
1956,9,10,1.0,7.4
1978,9,10,1.0,4.8
1948,8,10,1.0,7.4
1966,10,10,1.0,6.0
1984,1,10,1.0,3.8
1944,9,10,1.0,5.9
1964,11,10,1.0,7.1
1986,4,10,1.0,6.6
2021,5,9,2.0,7.2
2000,11,10,1.0,6.7
1968,5,10,1.0,6.5
1962,11,10,1.0,5.5
1923,9,10,1.0,7.0
1930,5,10,1.0,5.6
1968,3,10,1.0,6.5
1963,12,10,1.0,5.2
1974,3,10,1.0,4.8
1943,3,10,1.0,4.7
1940,1,10,1.0,6.0
1979,5,10,1.0,6.8
1975,6,6,1.0,6.3
2002,10,10,1.0,6.6
1987,10,10,1.0,8.8
1953,1,10,1.0,5.5
1954,2,10,1.0,7.6
2002,2,10,1.0,5.4
1961,3,10,1.0,6.1
2007,2,10,1.0,4.3
1929,10,10,1.0,5.3
1994,12,10,1.0,5.3
1966,3,10,1.0,5.9
1940,10,10,1.0,5.4
1975,1,8,1.0,5.2
1987,6,10,1.0,7.8
1943,8,10,1.0,7.0
1990,8,10,1.0,4.0
1980,5,10,1.0,5.2
1951,10,10,1.0,6.9
2011,3,10,1.0,7.3
1995,10,10,1.0,3.4
1992,6,10,1.0,6.1
1990,11,10,1.0,6.7
2008,12,10,1.0,7.8
2013,4,10,1.0,6.2
2012,12,10,2.0,8.5
1940,9,10,1.0,6.2
2016,4,10,1.0,6.6
1984,3,9,1.0,7.6
1952,12,10,1.0,6.9
1966,9,10,1.0,6.3
1934,4,10,1.0,6.3
2023,5,10,2.0,7.2
2019,6,10,2.0,7.2
2000,9,10,1.0,6.0
2021,10,10,1.0,6.1
2010,11,10,1.0,5.7
2007,10,10,2.0,7.5
1965,2,10,1.0,6.8
1991,7,10,2.0,8.6
2014,8,10,1.0,6.7
2022,3,10,2.0,5.2
2022,8,10,1.0,6.7
1923,1,8,1.0,6.0
1990,7,10,1.0,4.9
2002,3,10,1.0,5.8
2012,11,10,2.0,6.7
1984,1,10,1.0,7.4
2003,10,10,1.0,6.9
1963,11,10,3.0,7.5
2006,4,10,1.0,4.6
1987,12,10,2.0,7.3
1971,1,10,1.0,5.8
2021,9,10,1.0,5.4
1946,7,10,3.0,6.1
1929,5,10,1.0,7.0
1971,3,10,1.0,6.6
1954,4,10,1.0,5.6
1978,1,10,1.0,7.5
1950,5,10,1.0,6.0
1928,1,10,1.0,5.6
1959,10,10,1.0,3.7
1948,2,10,1.0,6.0
2005,6,10,1.0,7.4
1923,4,10,1.0,6.1
1999,12,10,1.0,7.0
1931,1,9,1.0,6.3
2004,3,1,1.0,7.0
1995,2,10,1.0,6.4
1977,1,10,1.0,3.7
1959,10,6,1.0,3.8
1994,7,10,1.0,6.2
1965,5,10,1.0,7.2
1999,9,10,2.0,6.7
2010,4,7,1.0,4.9
2014,11,10,2.0,6.3
2007,6,10,1.0,6.7
2025,4,10,1.0,7.2
2003,4,10,1.0,6.2
2021,10,8,1.0,7.3
1952,5,10,1.0,7.5
2020,4,10,2.0,6.0
2025,2,10,1.0,7.4
1955,9,10,1.0,7.1
1998,10,10,1.0,5.6
1985,3,10,1.0,5.8
1982,8,10,1.0,6.1
1957,3,10,1.0,5.7
1988,1,10,2.0,7.2
1962,8,10,1.0,5.2
2016,8,10,1.0,5.7
2010,1,1,1.0,6.6
2014,7,10,1.0,5.8
1975,7,10,1.0,6.5
2016,7,10,1.0,7.8
2000,3,10,1.0,6.3
1996,1,10,1.0,4.7
1986,1,10,2.0,6.9
1997,4,10,1.0,6.6
1953,4,10,2.0,6.2
2022,10,10,2.0,7.2
2004,2,7,1.0,4.5
1921,8,10,1.0,6.6
1976,9,10,1.0,5.3
1954,10,10,1.0,5.7
1935,5,10,1.0,6.4
1971,5,10,1.0,4.6
1990,8,10,1.0,6.5
1956,12,10,1.0,6.4
