year,month,star_count,runtime,averageRating
1975,12,8,1.0,5.6
1969,12,10,2.0,6.7
1994,9,10,1.0,6.4
1962,11,10,1.0,7.6
1987,8,10,1.0,5.3
1967,5,10,1.0,5.7
1946,11,10,1.0,6.6
2022,11,10,2.0,7.3
1930,12,10,1.0,4.6
2008,9,10,2.0,6.3
2015,1,10,2.0,6.6
2012,3,10,1.0,4.0
2012,10,10,1.0,6.7
1948,8,10,1.0,7.0
1987,12,10,1.0,6.5
1924,8,10,1.0,4.6
1947,5,10,58.0,6.5
1939,5,10,1.0,6.8
1936,2,10,1.0,7.5
2002,4,10,1.0,5.4
1998,6,10,1.0,6.4
2021,10,10,1.0,6.3
1982,9,10,1.0,5.8
1980,6,10,2.0,7.1
1977,11,10,1.0,4.6
1996,8,10,2.0,6.4
2009,4,10,1.0,6.4
1980,5,10,2.0,6.6
1980,3,10,1.0,6.7
1954,12,10,1.0,6.2
1953,4,10,1.0,4.2
2002,5,10,2.0,6.5
2014,4,1,1.0,7.1
1972,10,10,1.0,6.3
1968,4,10,1.0,6.0
1941,3,10,1.0,6.5
2004,8,10,1.0,7.6
1942,5,10,1.0,6.5
1951,7,10,1.0,6.5
1989,5,10,1.0,5.3
2003,12,10,1.0,6.8
2017,2,10,1.0,6.4
1942,8,10,1.0,6.1
2008,10,10,1.0,6.5
2015,6,10,1.0,6.8
1997,10,10,1.0,4.5
1925,8,10,1.0,6.1
1985,12,10,1.0,6.8
1950,7,10,1.0,6.0
2022,5,10,1.0,7.7
2010,1,10,1.0,6.4
1942,1,10,2.0,6.0
1991,11,10,1.0,5.0
2025,3,10,1.0,4.6
1982,10,10,1.0,7.6
2018,12,10,1.0,5.8
1945,8,10,1.0,5.7
2007,9,10,1.0,5.2
1963,1,10,2.0,5.9
2002,9,10,2.0,6.5
2020,10,10,1.0,7.1
1941,2,10,1.0,6.5
2018,11,10,1.0,6.4
1961,11,10,1.0,5.9
1938,7,10,1.0,6.7
2002,5,10,1.0,6.5
1963,6,10,2.0,8.0
1994,2,10,3.0,9.0
1984,3,10,1.0,5.6
1938,12,10,1.0,6.5
1980,9,10,1.0,8.5
1958,1,10,1.0,7.1
1954,11,10,1.0,6.7
1994,12,10,1.0,5.2
1943,12,10,1.0,5.6
1925,2,10,1.0,5.9
1950,10,10,1.0,7.3
1988,11,10,1.0,6.0
2014,11,10,1.0,5.8
1963,1,10,1.0,7.0
2020,10,9,1.0,5.4
2010,10,10,1.0,7.0
2013,10,10,1.0,7.8
2003,5,10,1.0,5.6
2008,5,10,1.0,7.0
2004,12,10,3.0,8.2
1984,12,10,2.0,7.2
1944,4,10,56.0,7.0
1993,3,10,1.0,6.8
1952,4,10,1.0,6.9
1985,9,10,1.0,4.1
1968,6,10,1.0,7.2
1999,7,10,1.0,6.7
2016,11,10,2.0,4.9
1978,9,10,1.0,5.6
2015,8,10,1.0,7.1
1988,11,10,1.0,3.6
1968,6,10,1.0,5.3
2011,9,10,1.0,5.7
1967,1,9,1.0,6.7
1999,3,10,1.0,7.5
1992,6,10,1.0,5.3
1974,9,3,2.0,7.1
1970,7,10,1.0,6.8
2004,12,10,1.0,5.4
1937,4,10,1.0,4.8
1924,1,5,1.0,6.0
1987,9,10,1.0,3.6
1960,12,10,1.0,5.4
1968,7,10,2.0,6.6
1938,4,10,1.0,6.6
2017,3,10,1.0,7.5
2025,2,10,1.0,4.7
2022,8,10,1.0,6.3
2015,6,10,1.0,5.6
1966,10,10,1.0,6.6
1940,8,10,1.0,6.0
1920,4,7,1.0,6.5
2010,1,10,1.0,4.2
1999,5,10,1.0,6.0
1931,11,10,1.0,7.1
1966,4,10,1.0,6.5
1948,1,6,1.0,6.0
2008,8,10,1.0,6.1
2005,4,10,1.0,6.5
1955,12,10,1.0,7.0
2011,9,10,1.0,6.3
1991,11,10,1.0,3.5
2014,2,10,1.0,6.9
1988,4,10,1.0,4.5
1992,4,10,1.0,6.9
2017,9,5,1.0,7.3
1984,12,10,1.0,7.6
1990,10,10,1.0,5.8
1955,10,10,1.0,7.4
1960,5,10,1.0,5.7
2024,10,10,2.0,7.4
2010,3,10,1.0,6.4
1976,4,10,1.0,4.8
1971,9,9,52.0,4.9
2013,10,10,1.0,5.4
2005,1,10,1.0,7.3
1938,11,9,1.0,7.2
1992,3,10,1.0,7.4
2014,1,10,1.0,7.3
2019,5,10,1.0,5.9
2011,3,10,1.0,7.2
1966,8,10,1.0,7.1
1997,2,10,1.0,4.7
1998,3,10,55.0,3.4
1965,12,10,1.0,8.0
1950,1,10,1.0,6.9
2014,4,10,2.0,6.9
1946,5,10,1.0,5.3
1993,1,10,2.0,7.5
2013,5,5,1.0,6.1
1968,9,10,1.0,7.0
1981,9,8,1.0,5.3
1959,9,9,1.0,5.2
1923,1,10,1.0,6.6
1951,12,10,1.0,7.0
1997,7,10,1.0,7.3
1950,4,10,1.0,6.1
1990,2,10,1.0,7.5
1991,10,10,1.0,5.6
1999,1,10,1.0,4.9
2020,7,10,1.0,7.4
1947,8,10,1.0,7.4
1925,1,8,50.0,2.9
1939,8,10,1.0,6.1
1968,11,10,1.0,6.4
1982,9,10,1.0,5.8
1921,12,7,1.0,6.0
2020,2,10,1.0,4.6
2023,10,8,1.0,6.4
2013,12,10,1.0,6.3
1965,1,10,2.0,7.5
1956,4,10,1.0,5.9
1976,2,9,1.0,5.4
1947,9,10,1.0,6.6
1963,12,8,1.0,4.7
1939,9,10,1.0,5.3
1948,9,10,1.0,7.0
2012,3,10,1.0,4.5
2024,5,4,1.0,7.0
2008,2,10,1.0,6.1
1960,10,10,2.0,7.7
1996,10,6,1.0,6.4
1992,5,10,1.0,4.3
1957,6,10,1.0,5.1
2010,3,10,1.0,6.9
1942,10,10,1.0,5.3
1941,9,10,1.0,6.2
1961,5,10,1.0,7.1
2019,11,10,1.0,5.3
1951,11,10,1.0,5.1
1943,4,10,1.0,5.7
1942,7,10,1.0,7.1
1990,10,10,1.0,7.2
1994,4,10,1.0,6.3
2012,5,10,1.0,6.9
2007,3,10,1.0,7.0
1965,1,10,1.0,6.4
1943,3,10,1.0,6.2
1958,12,10,1.0,7.2
2010,5,10,1.0,5.8
2002,3,9,1.0,4.9
2017,2,10,2.0,5.8
1948,2,7,1.0,7.5
1984,11,10,1.0,6.4
2011,10,10,1.0,6.4
1963,7,10,2.0,8.2
1978,11,10,1.0,7.5
1965,12,10,1.0,5.4
1970,11,10,1.0,6.0
1997,6,10,1.0,6.9
1977,6,10,2.0,7.5
1948,2,10,59.0,6.7
1981,12,10,2.0,6.8
1935,4,10,1.0,6.0
2011,4,10,1.0,4.9
1967,11,10,1.0,5.6
1983,1,10,1.0,5.8
1953,11,10,1.0,7.1
1973,3,7,1.0,6.9
2023,2,8,1.0,5.8
1992,10,10,1.0,5.9
1978,8,10,1.0,7.4
2013,11,10,1.0,6.4
2003,5,10,1.0,6.3
1951,3,10,1.0,6.2
2005,11,10,1.0,6.0
1936,12,10,1.0,6.4
1981,10,10,1.0,6.2
2018,8,10,2.0,7.3
1950,6,10,1.0,5.9
2009,3,10,1.0,5.0
2012,9,10,1.0,7.1
1956,11,10,1.0,6.5
1948,7,10,1.0,6.5
1942,11,10,1.0,6.6
1978,1,10,1.0,6.2
1985,2,10,1.0,7.4
2012,5,1,1.0,7.6
2010,6,10,1.0,7.7
1987,11,10,1.0,5.0
1997,10,10,1.0,6.6
1935,3,10,1.0,6.5
1972,4,10,1.0,5.8
1937,11,10,1.0,5.9
1953,3,10,1.0,5.8
2006,8,10,1.0,6.6
2006,10,10,1.0,7.5
1981,12,10,1.0,4.5
1985,7,10,1.0,5.1
1948,12,10,1.0,8.3
1977,1,10,1.0,6.0
1925,2,6,1.0,6.7
1939,12,10,1.0,6.7
1986,2,10,1.0,5.1
1934,11,10,59.0,5.3
2013,8,10,1.0,6.5
2016,3,10,2.0,6.9
2022,3,10,1.0,7.8
2003,2,10,1.0,7.5
2023,6,10,1.0,6.1
1954,6,10,1.0,7.3
1977,1,10,1.0,7.8
1927,2,10,59.0,6.4
2007,10,10,1.0,7.1
2025,2,10,1.0,5.4
1981,8,10,1.0,6.6
2001,2,10,1.0,7.7
1954,8,10,1.0,5.8
1940,5,10,1.0,6.5
1996,12,10,1.0,5.3
1963,3,10,2.0,7.5
1953,8,10,1.0,6.1
1943,1,8,1.0,6.4
1992,3,10,1.0,5.4
1951,11,10,1.0,6.0
1988,12,8,2.0,7.0
1936,12,10,1.0,5.7
1961,2,10,1.0,6.4
1931,6,10,1.0,6.8
1984,9,10,1.0,4.6
1950,2,10,1.0,7.9
2018,2,10,1.0,5.5
1928,6,10,1.0,5.5
1960,12,10,1.0,5.8
2001,9,10,1.0,6.3
1945,10,10,1.0,6.5
1964,8,8,1.0,6.4
2002,12,10,2.0,7.5
1979,3,10,2.0,7.4
1953,8,10,1.0,6.5
1975,10,10,1.0,7.7
1966,3,10,1.0,7.4
1939,10,10,1.0,7.8
1959,3,4,1.0,6.6
2013,1,10,1.0,6.6
1969,3,10,2.0,7.2
1963,10,10,2.0,6.6
1922,10,7,55.0,6.1
1975,3,10,1.0,6.9
1975,8,10,1.0,6.2
1944,11,8,2.0,8.4
1974,6,10,1.0,5.2
1993,8,10,1.0,6.3
2009,4,10,1.0,6.0
2008,10,10,2.0,7.0
1932,12,10,1.0,6.6
1942,1,10,1.0,6.5
1983,10,10,1.0,7.6
1941,7,10,1.0,6.7
2025,3,7,1.0,6.4
1922,12,10,1.0,5.4
1990,8,10,1.0,6.5
1992,10,10,2.0,4.9
1991,7,10,1.0,5.9
2002,12,10,1.0,7.5
1952,8,10,1.0,5.8
1939,4,10,1.0,7.0
1935,6,10,1.0,6.6
1948,10,10,1.0,6.6
1946,8,10,1.0,8.0
2010,9,10,1.0,6.3
1921,8,10,50.0,6.4
1980,10,10,1.0,6.3
1968,4,10,1.0,6.1
1962,10,10,1.0,5.6
1982,4,10,2.0,5.5
1964,5,10,1.0,5.4
1990,4,10,1.0,4.9
2009,11,10,1.0,5.7
1999,11,10,1.0,4.7
1947,9,10,1.0,7.1
2008,8,10,1.0,7.4
1956,7,10,1.0,5.5
1960,1,10,3.0,8.2
1935,5,10,1.0,5.8
1950,6,10,1.0,6.0
2010,12,10,1.0,6.7
2022,5,10,1.0,7.0
1998,2,10,1.0,8.0
1943,10,10,1.0,6.4
2013,2,10,1.0,6.4
1963,10,10,52.0,7.8
2008,12,10,1.0,8.0
1936,3,10,1.0,6.8
2015,10,10,1.0,6.3
1982,11,10,1.0,6.5
1988,6,10,1.0,4.7
1961,6,10,1.0,6.9
1930,8,10,1.0,6.2
1994,7,10,45.0,7.7
1924,5,4,1.0,7.1
1994,9,10,2.0,7.7
2003,4,10,1.0,5.8
1955,12,10,1.0,5.5
2024,11,10,1.0,5.3
1976,10,10,1.0,7.7
1976,4,10,1.0,5.5
1995,4,10,1.0,6.0
1987,9,10,1.0,5.6
2022,11,10,2.0,7.4
2019,11,10,1.0,5.0
1975,8,10,1.0,4.6
1944,1,10,1.0,4.2
1988,5,10,1.0,3.9
1928,11,10,2.0,7.3
2003,3,10,1.0,5.2
1980,3,10,1.0,6.4
2012,5,10,1.0,6.5
2008,4,10,1.0,4.9
1947,2,10,57.0,5.9
2005,8,10,2.0,6.6
2015,7,10,1.0,6.0
1982,10,10,1.0,5.3
1966,10,10,1.0,6.0
2014,8,10,2.0,8.1
1934,2,10,1.0,4.6
2019,1,10,3.0,8.0
1961,7,10,1.0,2.8
1938,3,10,1.0,6.6
2017,11,10,1.0,5.8
1991,1,10,2.0,6.6
1959,11,10,1.0,6.6
1997,10,10,1.0,5.7
1946,4,10,1.0,6.3
2010,12,10,2.0,6.3
1983,12,10,1.0,6.8
2019,8,10,1.0,7.3
1954,8,6,1.0,6.7
1968,9,10,2.0,7.4
1922,2,10,1.0,5.5
1991,3,10,1.0,3.9
1945,9,10,1.0,5.8
1975,3,10,1.0,7.8
1960,4,10,1.0,5.3
1990,8,10,1.0,6.6
2004,4,10,1.0,6.1
1936,2,10,1.0,6.4
1955,1,10,1.0,8.0
2009,4,10,1.0,4.9
2025,3,10,1.0,4.4
2008,12,10,1.0,6.0
1944,4,10,1.0,6.5
2012,4,10,1.0,7.0
1947,11,10,1.0,5.6
2008,3,10,1.0,5.3
2008,1,10,1.0,6.1
1980,9,10,1.0,6.6
2013,8,10,1.0,5.7
1943,5,10,1.0,6.1
1996,9,10,1.0,7.3
2017,8,10,2.0,5.1
1966,12,10,1.0,5.8
2015,5,10,2.0,7.3
1936,9,10,1.0,6.6
2004,9,10,1.0,7.0
2006,10,10,1.0,5.7
1945,9,10,1.0,7.4
1952,6,10,1.0,5.6
1922,5,9,50.0,6.5
1936,5,10,59.0,5.6
1926,2,10,1.0,5.1
1960,10,10,1.0,7.2
1972,8,10,1.0,3.7
2022,7,10,1.0,5.0
1930,1,10,2.0,5.8
1962,12,10,1.0,6.6
1955,11,10,2.0,6.3
1945,3,10,3.0,6.8
1994,1,10,1.0,4.6
1936,8,10,2.0,6.3
2005,1,10,1.0,6.7
2008,12,10,1.0,6.8
1969,10,10,1.0,7.0
2002,9,10,1.0,6.4
1951,3,10,1.0,7.3
1927,1,8,1.0,7.0
1977,3,10,1.0,4.3
1987,1,10,1.0,6.6
2008,6,10,1.0,5.3
1938,3,10,1.0,6.1
2013,1,10,1.0,6.5
1979,1,10,1.0,5.0
1924,8,10,50.0,5.3
1938,7,10,1.0,5.9
1948,9,10,1.0,7.0
1922,7,6,1.0,1.7
2011,8,10,1.0,7.1
1960,9,10,1.0,5.3
2018,9,10,1.0,5.5
1927,2,10,1.0,7.3
2012,9,10,1.0,5.3
1929,11,8,1.0,5.7
2001,7,10,1.0,5.7
1967,11,8,1.0,5.4
1991,8,10,1.0,6.6
1987,5,10,1.0,6.4
1939,6,10,2.0,7.4
1943,11,10,1.0,5.4
2002,8,10,1.0,6.2
1923,9,5,1.0,6.9
1981,10,10,1.0,5.7
1991,8,10,1.0,4.4
1987,4,10,1.0,5.3
1964,12,10,1.0,6.7
1924,11,8,1.0,6.2
1950,1,10,1.0,6.5
2023,8,10,1.0,6.3
1986,7,10,1.0,5.7
2014,12,10,2.0,7.8
1934,10,10,1.0,5.5
1920,5,1,1.0,4.9
1999,4,10,1.0,4.1
2007,3,10,1.0,6.3
1932,12,10,1.0,6.0
2008,5,10,2.0,6.1
2021,8,10,1.0,4.2
1981,9,10,1.0,5.6
2003,11,10,1.0,7.1
1934,7,10,1.0,6.0
1981,7,10,1.0,6.6
1963,9,10,1.0,6.5
1974,5,9,1.0,6.4
2020,2,10,1.0,7.7
1992,9,10,1.0,6.6
1993,10,10,1.0,5.7
1976,8,9,1.0,6.0
1922,9,10,2.0,6.5
1980,5,10,1.0,6.3
1939,4,8,1.0,6.3
2025,1,10,1.0,4.7
1922,8,8,1.0,6.5
1951,11,10,1.0,7.1
1986,7,10,1.0,5.5
1969,5,10,1.0,3.9
1966,9,10,1.0,5.1
1921,1,4,50.0,2.8
1964,5,10,1.0,6.3
1932,11,10,1.0,6.4
1936,5,10,1.0,6.2
1939,1,10,1.0,5.7
1947,12,10,1.0,6.4
2019,6,10,1.0,6.1
1956,7,10,1.0,6.9
1955,12,10,1.0,6.8
1968,2,10,1.0,5.9
2004,5,10,1.0,5.0
1930,11,10,1.0,4.4
1989,9,10,1.0,6.1
1934,4,10,4.0,6.4
1940,8,10,1.0,6.4
1932,12,10,58.0,4.8
1983,3,10,2.0,7.3
1932,2,10,1.0,6.7
1974,7,10,1.0,6.1
1950,5,10,1.0,6.1
1923,9,10,1.0,6.0
2013,8,10,1.0,6.2
1963,12,1,55.0,3.2
2011,9,10,1.0,4.1
1948,4,10,1.0,6.4
2017,12,10,1.0,5.8
1987,11,8,1.0,3.3
1950,4,10,1.0,6.1
1925,11,10,1.0,6.4
1993,6,10,1.0,6.7
1979,5,10,1.0,4.9
1937,3,10,1.0,7.6
1940,4,10,1.0,6.0
1939,11,10,1.0,6.8
1957,8,10,1.0,6.2
2011,3,10,1.0,6.7
1935,3,10,1.0,5.3
1984,1,9,1.0,5.7
1954,9,10,1.0,7.1
1939,8,10,1.0,5.6
1946,3,10,1.0,6.5
1950,4,10,1.0,5.9
1930,3,10,1.0,5.5
1943,8,10,58.0,6.1
2017,1,10,2.0,6.6
2005,9,10,1.0,5.8
1954,1,10,1.0,7.1
1950,4,10,1.0,7.1
2002,12,10,1.0,5.4
1998,12,10,1.0,5.1
1995,6,10,1.0,4.8
2000,3,10,1.0,7.4
1957,8,10,1.0,4.8
1957,12,10,1.0,6.3
1936,9,10,1.0,6.1
1986,5,10,1.0,6.6
1968,7,10,1.0,7.0
1940,12,10,1.0,6.8
1967,9,10,1.0,7.3
1977,5,10,1.0,5.1
2009,9,10,1.0,5.2
1967,7,10,1.0,6.7
2006,6,10,1.0,7.1
1932,6,10,59.0,6.0
1992,4,10,1.0,6.9
1985,5,10,1.0,5.1
1941,12,10,1.0,7.2
1923,11,10,1.0,6.2
1992,6,10,1.0,7.1
1978,9,10,1.0,6.6
1934,10,10,1.0,6.2
1946,9,10,1.0,6.1
1952,11,10,1.0,6.2
2005,11,1,2.0,7.9
1967,10,10,2.0,7.3
1961,7,10,2.0,7.5
2012,2,10,1.0,5.3
1967,10,10,1.0,7.5
1954,5,10,1.0,3.7
1957,8,10,1.0,5.2
2025,3,4,2.0,6.0
1976,5,10,1.0,4.7
2020,5,10,1.0,5.8
1922,11,10,2.0,7.0
2023,12,10,3.0,6.1
1992,3,5,1.0,5.6
1942,9,10,1.0,6.4
1972,6,10,1.0,6.6
1985,4,7,2.0,7.2
1948,10,10,1.0,6.3
1997,9,10,1.0,7.0
1978,3,10,1.0,4.4
1940,1,10,1.0,5.4
1949,9,10,1.0,7.6
1980,10,10,1.0,5.6
1923,3,10,1.0,5.8
1942,2,10,1.0,6.5
2023,10,10,1.0,3.9
1934,10,10,1.0,6.7
1987,12,10,1.0,5.4
2005,12,10,1.0,6.5
1948,9,10,1.0,7.3
1969,2,10,1.0,5.7
1936,11,10,1.0,5.7
1929,10,9,1.0,5.0
1951,10,10,1.0,6.4
1944,12,10,56.0,7.2
2012,8,10,1.0,6.2
1935,5,10,1.0,5.3
2014,3,10,1.0,6.4
1936,9,10,1.0,5.6
2019,1,10,2.0,5.9
1967,5,10,1.0,5.3
1933,6,9,1.0,6.8
2007,5,10,1.0,6.9
1945,3,10,1.0,5.6
2015,6,10,2.0,7.0
1955,2,10,1.0,4.1
2015,4,10,1.0,3.6
1926,6,10,1.0,5.0
1952,8,10,1.0,6.2
2005,6,10,1.0,5.0
1983,12,10,1.0,4.0
1999,2,10,1.0,6.3
1983,5,10,1.0,4.0
1939,1,10,1.0,7.0
1963,9,10,1.0,6.8
1957,10,10,1.0,5.4
1964,5,10,1.0,6.0
1970,1,6,1.0,4.8
1983,8,10,1.0,3.9
1921,12,10,1.0,7.1
2019,6,10,1.0,6.6
1997,12,10,1.0,6.5
1924,8,10,1.0,4.3
2000,10,10,1.0,6.9
1954,9,10,1.0,6.8
1999,1,10,1.0,6.4
1962,3,10,1.0,6.8
2001,8,10,1.0,7.6
1969,2,10,1.0,7.1
1979,9,10,1.0,5.7
1934,8,10,1.0,4.4
1929,5,8,1.0,6.9
1947,2,10,1.0,6.6
1951,10,10,1.0,6.1
1966,5,10,1.0,5.3
1962,2,10,1.0,7.7
2010,9,10,1.0,5.2
2017,9,10,1.0,4.7
1944,4,10,56.0,5.2
1973,6,10,1.0,5.7
1995,6,10,2.0,7.6
2006,10,10,1.0,5.8
1993,7,10,1.0,4.8
1920,1,10,1.0,6.4
1981,4,10,1.0,4.4
1972,12,10,1.0,5.6
1935,12,10,1.0,6.8
1963,6,10,1.0,5.7
1963,12,10,1.0,5.5
1977,11,10,2.0,6.3
1966,8,10,1.0,5.5
2017,3,10,1.0,6.1
1987,4,10,1.0,4.3
1980,8,10,2.0,6.0
2023,8,10,2.0,6.6
1952,12,10,1.0,6.7
2000,2,10,1.0,6.3
1952,6,10,1.0,5.5
1935,12,10,1.0,6.3
1957,12,10,1.0,5.4
1995,11,10,1.0,5.3
1962,6,10,1.0,7.7
1923,12,10,2.0,6.8
1955,12,10,1.0,7.5
1948,12,10,2.0,6.4
2006,9,10,1.0,6.5
2000,11,10,1.0,2.8
2010,8,10,1.0,7.0
1964,6,10,1.0,5.4
2015,5,10,1.0,6.8
2016,3,10,1.0,5.1
2015,12,10,1.0,6.5
2002,3,9,1.0,4.7
2010,8,10,1.0,7.0
2001,6,10,3.0,8.1
1985,9,10,1.0,3.1
2005,10,10,2.0,6.9
1998,10,10,1.0,7.1
1951,9,10,1.0,7.5
1932,9,4,1.0,5.8
1974,6,10,2.0,8.1
1947,6,10,1.0,5.9
1966,6,10,1.0,5.1
1975,5,10,1.0,6.9
2024,9,10,1.0,6.5
2004,6,10,1.0,6.0
1938,2,10,1.0,6.2
2021,5,10,2.0,7.5
1993,1,10,1.0,4.8
1963,1,10,2.0,7.2
1998,4,10,1.0,5.7
1955,12,10,1.0,4.0
1992,1,10,1.0,7.2
1973,8,10,1.0,6.1
2019,1,10,2.0,7.1
1951,9,10,1.0,6.9
1951,11,10,1.0,6.7
2016,9,10,1.0,7.0
1998,10,10,1.0,6.2
1932,9,4,46.0,6.3
1967,8,10,1.0,6.1
2015,1,10,1.0,6.4
2006,1,10,1.0,6.7
1990,6,10,1.0,7.4
1950,5,10,1.0,7.0
2003,4,10,1.0,5.8
1976,9,10,1.0,6.0
1950,8,10,1.0,7.6
1924,11,5,1.0,6.9
1939,11,10,1.0,7.3
1984,9,10,1.0,3.9
1994,11,1,1.0,7.5
1938,3,10,1.0,6.0
1961,1,5,1.0,5.7
1975,12,10,1.0,3.6
1932,9,10,58.0,6.7
2016,4,10,1.0,6.9
2021,3,10,1.0,6.3
2001,9,10,1.0,7.9
1961,12,10,1.0,6.5
1936,9,10,1.0,4.6
2018,11,5,1.0,6.7
1968,2,10,1.0,5.2
1998,6,10,1.0,8.2
1940,11,10,1.0,6.9
1994,11,10,1.0,6.0
2017,9,10,2.0,6.7
1989,4,10,1.0,5.3
1982,6,10,1.0,4.6
1969,11,10,1.0,6.5
2007,10,10,1.0,6.8
1965,11,10,1.0,7.2
1989,5,10,1.0,5.2
1966,5,10,1.0,7.3
1923,5,7,1.0,2.4
1964,1,10,2.0,6.5
2024,5,10,1.0,6.3
1961,5,10,1.0,5.8
1997,10,10,1.0,4.9
2018,2,2,1.0,8.0
2000,12,10,1.0,5.8
1968,5,10,1.0,7.6
2008,1,10,1.0,5.8
1990,2,10,3.0,6.8
2011,5,10,1.0,2.8
1994,6,10,1.0,5.7
2013,9,10,1.0,6.5
1950,11,10,1.0,6.7
1991,1,10,1.0,6.7
2006,4,10,1.0,4.7
1945,4,10,58.0,5.8
1984,10,10,1.0,6.8
1947,8,10,1.0,7.1
2024,2,10,1.0,6.6
1999,7,10,1.0,5.8
1971,3,10,2.0,7.1
2017,11,10,1.0,6.9
1988,9,10,1.0,6.9
1949,11,10,1.0,7.2
1951,5,10,1.0,6.5
1936,10,10,1.0,6.1
1990,11,10,1.0,5.0
1934,3,9,1.0,5.3
1997,12,10,2.0,7.4
2015,2,10,2.0,4.2
1983,11,10,1.0,6.8
1977,5,10,1.0,7.0
1997,1,10,1.0,3.9
2025,3,10,1.0,5.4
1991,6,10,1.0,4.8
2003,9,10,1.0,6.3
1955,7,10,1.0,7.2
2000,10,10,2.0,6.9
2022,8,10,1.0,5.9
1990,8,10,1.0,4.8
1967,10,10,3.0,7.9
2020,7,2,45.0,7.1
1961,1,10,2.0,7.9
2012,11,10,1.0,6.1
1960,3,7,1.0,6.3
2009,6,10,1.0,7.7
2021,9,10,1.0,5.9
1926,9,10,1.0,6.2
1985,3,10,1.0,4.4
1956,7,10,1.0,6.0
1969,7,10,2.0,8.5
1991,4,10,2.0,5.9
1997,9,10,1.0,6.1
2017,6,10,1.0,5.6
1999,8,10,1.0,7.5
1973,5,10,1.0,6.2
2017,4,7,1.0,7.2
1993,1,10,1.0,4.2
2017,1,10,1.0,7.2
2007,8,10,1.0,6.2
1976,3,10,1.0,6.0
2022,8,10,2.0,6.8
1945,1,10,1.0,6.5
1966,9,10,1.0,6.6
1980,9,10,1.0,4.5
1982,11,10,1.0,6.8
1974,8,10,1.0,4.8
1939,6,10,56.0,5.8
2014,9,10,1.0,6.4
1934,10,10,4.0,7.0
1975,2,10,1.0,4.6
1951,2,10,59.0,6.0
1999,6,10,1.0,7.7
1930,7,10,1.0,5.7
1952,8,10,1.0,7.6
1931,3,10,1.0,6.1
1982,11,10,1.0,7.3
2020,4,10,1.0,5.4
1964,8,10,1.0,6.5
1979,11,10,1.0,5.1
2007,6,10,1.0,4.7
1928,5,10,1.0,7.3
1960,1,10,2.0,7.9
1942,1,10,2.0,7.2
1995,4,10,2.0,6.9
1981,12,10,1.0,3.9
2018,9,10,1.0,7.3
1927,10,10,1.0,5.9
1955,12,10,1.0,4.9
1952,2,10,1.0,6.8
1973,6,10,1.0,6.3
1971,6,10,1.0,5.4
1950,2,10,1.0,7.8
1980,5,10,1.0,3.8
1958,5,10,1.0,6.4
1981,3,10,1.0,5.4
1988,8,10,1.0,3.4
1950,11,10,1.0,6.8
1941,7,10,1.0,5.7
1994,5,10,1.0,5.1
2017,7,10,2.0,6.4
1990,3,10,1.0,5.7
2015,9,10,1.0,6.7
1950,10,10,1.0,6.2
1975,9,4,1.0,6.1
2013,9,10,1.0,6.4
2010,1,10,2.0,4.8
2016,7,10,1.0,7.1
2011,5,10,1.0,6.6
1927,2,9,1.0,6.7
1953,12,10,1.0,5.6
1969,8,10,1.0,4.3
1946,2,10,1.0,6.7
2013,5,10,1.0,6.0
1929,1,10,2.0,6.6
1985,11,10,1.0,5.8
2016,3,1,3.0,7.2
1989,1,10,1.0,6.3
2008,10,10,2.0,6.3
1988,1,10,1.0,4.4
1991,1,10,1.0,6.0
1991,5,10,1.0,6.8
1944,4,10,1.0,6.3
1931,4,10,1.0,6.2
2009,6,10,2.0,6.0
1937,12,10,55.0,7.1
1991,1,10,1.0,5.2
1939,10,10,1.0,6.7
1935,7,10,1.0,5.6
1972,12,10,1.0,4.8
1945,9,10,1.0,6.3
1976,3,9,1.0,7.1
1987,11,10,2.0,4.8
1931,12,10,1.0,6.3
1999,6,10,1.0,7.1
1986,3,10,1.0,6.0
1945,12,10,1.0,6.4
1977,3,10,1.0,3.8
1959,5,10,1.0,6.5
2006,4,10,2.0,3.5
1981,4,10,1.0,6.0
1927,1,10,1.0,7.1
1982,4,10,2.0,7.9
1997,11,10,1.0,6.8
1957,8,10,1.0,6.2
2017,10,10,1.0,7.2
1965,8,10,1.0,5.9
1960,9,10,1.0,6.9
1938,3,10,1.0,5.7
1934,1,10,1.0,6.1
1960,11,10,1.0,6.1
2023,1,10,1.0,6.7
2011,6,10,1.0,7.0
2019,2,5,1.0,6.7
2022,2,10,1.0,6.5
2016,1,10,2.0,7.3
2025,2,5,1.0,5.8
2024,8,10,1.0,5.1
1975,9,10,1.0,3.5
1926,1,10,1.0,6.5
1985,10,10,1.0,7.3
1995,11,10,1.0,8.0
1921,8,10,1.0,4.1
2012,6,10,1.0,5.3
2021,8,10,1.0,5.5
2013,3,10,1.0,6.4
1973,7,10,1.0,5.7
1985,3,10,1.0,5.1
1978,12,10,1.0,6.6
1959,8,10,1.0,6.3
1922,12,10,1.0,6.4
1989,3,10,1.0,4.5
1948,5,10,1.0,5.8
2022,1,1,1.0,6.8
1962,10,10,1.0,5.7
1940,9,10,1.0,6.5
1943,8,10,1.0,6.2
1956,9,10,1.0,6.4
1953,11,3,1.0,4.5
1958,10,10,1.0,6.6
2001,9,10,1.0,6.4
1973,1,10,1.0,6.4
1960,11,10,1.0,6.2
1963,4,10,1.0,7.3
